Serial No.,Round No.,Period,City,Age,Gender,Annual Income,Assembly Constituency Name,Educational Qualification,No. of Family Members,No. of Earning members in the family,Occupation of Respondent,Perception on General Economic condition - compared to one year ago,Outlook on General Economic condition - one year ahead,Perception on Household income - compared to one year ago,Outlook on Household income - one year ahead,Perception on Household spending - compared to one year ago,Outlook on Household spending - one year ahead,Perception on essential spending - compared to one year ago,Outlook on essential spending - one year ahead,Perception on non-essential spending - compared to one year ago,Outlook on non-essential spending - one year ahead,Perception on Employment scenario - compared to one year ago,Outlook on Employment scenario - one year ahead,Perception on General prices - compared to one year ago,Outlook on General prices - one year ahead,Perception on Inflation - compared to one year ago,Outlook on Inflation - one year ahead
2806,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,BADARPUR ,Illiterate,5 and more,1,House wife,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Remain the same
2807,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,BADARPUR ,Illiterate,5 and more,2,House wife,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
2808,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,DEOLI ,Illiterate,1 to 2,1,House wife,Remained the same,Remain the same,Decreased,Remain the same,Increased,Remain the same,Increased,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Remained the same,Remain the same
2809,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,GHONDA ,5th Std-Below 10th Std,5 and more,1,House wife,Improved,Remain the same,Increased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
2810,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,HARI NAGAR ,Illiterate,5 and more,1,House wife,Worsened,Remain the same,Increased,Remain the same,Increased,Will increase,Remained the same,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
2811,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,KALKAJI ,Illiterate,3 or 4,1,House wife,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will improve,Decreased,Will decrease,,
2812,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,KARAWAL NAGAR ,12th Std,5 and more,1,House wife,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Remain the same,Increased,
2813,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,KASTURBA NAGAR ,Illiterate,5 and more,1,House wife,Worsened,Will worsen,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Remained the same,Will increase
2814,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,KONDLI ,Illiterate,3 or 4,1,House wife,Improved,Will improve,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
2815,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,KONDLI ,Illiterate,3 or 4,1,House wife,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Remain the same
2816,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,MADIPUR ,10th Std-Below 12th Std,3 or 4,1,Employed,Improved,Will improve,Increased,Remain the same,Increased,Will increase,Increased,Remain the same,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
2817,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,MADIPUR ,10th Std-Below 12th Std,3 or 4,1,House wife,Remained the same,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
2818,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,MADIPUR ,5th Std-Below 10th Std,3 or 4,1,Daily worker,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
2819,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,MANGOL PURI ,10th Std-Below 12th Std,3 or 4,1,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Decreased,Will decrease,,
2820,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,MANGOL PURI ,10th Std-Below 12th Std,3 or 4,2,House wife,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Decreased,Remain the same
2821,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,MANGOL PURI ,5th Std-Below 10th Std,3 or 4,1,House wife,Improved,Will improve,Remained the same,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
2822,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,MANGOL PURI ,5th Std-Below 10th Std,3 or 4,2,Daily worker,Remained the same,Remain the same,Decreased,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Increased,Will decrease,Worsened,Will worsen,Increased,Will increase,Remained the same,Will increase
2823,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,MANGOL PURI ,5th Std-Below 10th Std,5 and more,3,House wife,Worsened,Will worsen,Decreased,Will decrease,Increased,Remain the same,Remained the same,Will increase,Increased,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
2824,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,MANGOL PURI ,Below 5th Std,5 and more,1,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
2825,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,MATIALA ,Illiterate,3 or 4,1,Daily worker,Worsened,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Remained the same,Remain the same,,
2826,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,MATIALA ,Illiterate,5 and more,2,House wife,Improved,Will improve,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
2827,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,NEW DELHI ,5th Std-Below 10th Std,3 or 4,1,House wife,Remained the same,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will decrease,Increased,
2828,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,NEW DELHI ,Illiterate,5 and more,1,House wife,Remained the same,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
2829,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,NEW DELHI ,Illiterate,5 and more,2,House wife,Worsened,Remain the same,Decreased,Remain the same,Decreased,Will increase,Increased,Will increase,Decreased,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
2830,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,PATEL NAGAR ,5th Std-Below 10th Std,5 and more,1,House wife,Improved,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Remain the same,Decreased,Will decrease,,
2831,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,PATEL NAGAR ,Illiterate,3 or 4,1,House wife,Improved,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Remained the same,Will increase,,Remain the same
2832,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,RAJINDER NAGAR ,Illiterate,3 or 4,2,House wife,Remained the same,Will improve,Remained the same,Remain the same,Increased,Will increase,Decreased,Will increase,Increased,Remain the same,Remained the same,Will improve,Increased,Will increase,Increased,Remain the same
2833,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,SADAR BAZAR ,Illiterate,3 or 4,1,House wife,Worsened,Will worsen,Increased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
2834,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,SADAR BAZAR ,Illiterate,5 and more,3,House wife,Remained the same,Remain the same,Increased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
2835,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,SEEMA PURI ,5th Std-Below 10th Std,5 and more,2,Self Employed/ Business,Remained the same,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Remained the same,Will decrease
2836,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,SEEMA PURI ,Illiterate,3 or 4,1,Self Employed/ Business,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Remain the same
2837,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,SHALIMAR BAGH ,Illiterate,1 to 2,1,Self Employed/ Business,Remained the same,Remain the same,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Remain the same
2838,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,TILAK NAGAR ,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
2839,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,UTTAM NAGAR ,Illiterate,5 and more,2,House wife,Improved,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
2840,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,VIKASPURI ,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Remain the same,Decreased,Will increase,Increased,Will decrease,Increased,Will increase,Increased,Will decrease,Worsened,Will improve,Increased,Will decrease,Increased,
2841,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,VIKASPURI ,Illiterate,3 or 4,1,House wife,Worsened,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
2842,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,VIKASPURI ,Illiterate,3 or 4,2,House wife,Worsened,Will improve,Decreased,Will increase,Increased,Will decrease,Increased,Will decrease,Increased,Will decrease,Remained the same,Remain the same,Increased,Will decrease,Increased,
2843,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,VIKASPURI ,Illiterate,3 or 4,3,House wife,Improved,Will improve,Decreased,Remain the same,Increased,Will increase,Remained the same,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will decrease,Increased,
2844,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,VIKASPURI ,Illiterate,5 and more,1,House wife,Improved,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Remain the same,Increased,Will increase,Increased,Will increase
2845,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,VIKASPURI ,Illiterate,5 and more,2,House wife,Improved,Remain the same,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Increased,Remain the same,Increased,
2846,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 lakh or less,VIKASPURI ,Illiterate,5 and more,2,House wife,Worsened,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Remain the same,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
2847,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 to less than 3 lakh,DEOLI ,Below 5th Std,5 and more,3,Daily worker,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Remain the same,Increased,Will increase,Remained the same,Will increase
2848,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 to less than 3 lakh,DEOLI ,Illiterate,5 and more,1,House wife,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
2849,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 to less than 3 lakh,GOKALPUR ,5th Std-Below 10th Std,3 or 4,2,Employed,Remained the same,Remain the same,Increased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Remained the same,Will increase
2850,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 to less than 3 lakh,GOKALPUR ,Illiterate,5 and more,1,House wife,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Worsened,Remain the same,Increased,Will increase,Remained the same,Remain the same
2851,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 to less than 3 lakh,GREATER KAILASH ,5th Std-Below 10th Std,5 and more,1,House wife,Worsened,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Remained the same,Will improve,Increased,Will decrease,Increased,
2852,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 to less than 3 lakh,GREATER KAILASH ,Illiterate,5 and more,1,House wife,Worsened,Will worsen,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
2853,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 to less than 3 lakh,KALKAJI ,12th Std,3 or 4,3,Employed,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Remained the same,Will improve,Increased,Will increase,Increased,Will decrease
2854,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 to less than 3 lakh,KALKAJI ,5th Std-Below 10th Std,5 and more,1,House wife,Worsened,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will improve,Decreased,Remain the same,,
2855,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 to less than 3 lakh,KARAWAL NAGAR ,5th Std-Below 10th Std,5 and more,1,House wife,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Remain the same,Increased,Will increase,Increased,Will increase
2856,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 to less than 3 lakh,KAROL BAGH ,5th Std-Below 10th Std,5 and more,1,House wife,Worsened,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
2857,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 to less than 3 lakh,KASTURBA NAGAR ,Illiterate,5 and more,2,Daily worker,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
2858,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 to less than 3 lakh,KASTURBA NAGAR ,Illiterate,5 and more,2,Daily worker,Remained the same,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will improve,Increased,Will increase,Remained the same,Will increase
2859,41,Mar-18,Delhi,40-59 year,Female,Rs. 1 to less than 3 lakh,KASTURBA NAGAR ,Illiterate,5 and more,2,House wife,Worsened,Will worsen,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
