Serial No.,Round No.,Period,City,Age,Gender,Annual Income,Assembly Constituency Name,Educational Qualification,No. of Family Members,No. of Earning members in the family,Occupation of Respondent,Perception on General Economic condition - compared to one year ago,Outlook on General Economic condition - one year ahead,Perception on Household income - compared to one year ago,Outlook on Household income - one year ahead,Perception on Household spending - compared to one year ago,Outlook on Household spending - one year ahead,Perception on essential spending - compared to one year ago,Outlook on essential spending - one year ahead,Perception on non-essential spending - compared to one year ago,Outlook on non-essential spending - one year ahead,Perception on Employment scenario - compared to one year ago,Outlook on Employment scenario - one year ahead,Perception on General prices - compared to one year ago,Outlook on General prices - one year ahead,Perception on Inflation - compared to one year ago,Outlook on Inflation - one year ahead
2850,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,BURARI ,10th Std-Below 12th Std,3 or 4,1,Self Employed/ Business,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
2851,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,BURARI ,Below 5th Std,1 to 2,1,Employed,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Worsened,Remain the same,Increased,Will increase,Decreased,Remain the same
2852,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,CHHATARPUR ,10th Std-Below 12th Std,5 and more,1,Self Employed/ Business,Remained the same,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will worsen,Increased,Will increase,Remained the same,Remain the same
2853,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,CHHATARPUR ,12th Std,5 and more,1,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
2854,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,CHHATARPUR ,5th Std-Below 10th Std,5 and more,1,Employed,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
2855,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,GHONDA ,Illiterate,1 to 2,2,Self Employed/ Business,Remained the same,Will improve,Decreased,Remain the same,Decreased,Remain the same,Increased,Remain the same,Decreased,Will decrease,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
2856,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,JANAKPURI ,Illiterate,5 and more,1,Self Employed/ Business,Worsened,Will worsen,Decreased,Remain the same,Remained the same,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Remain the same
2857,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,JANGPURA ,10th Std-Below 12th Std,3 or 4,1,Employed,Remained the same,Remain the same,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
2858,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,JANGPURA ,5th Std-Below 10th Std,1 to 2,1,Unemployed,Worsened,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
2859,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,JANGPURA ,5th Std-Below 10th Std,3 or 4,2,Daily worker,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
2860,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,JANGPURA ,5th Std-Below 10th Std,5 and more,2,Employed,Worsened,Will worsen,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
2861,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,KALKAJI ,5th Std-Below 10th Std,3 or 4,1,Employed,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
2862,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,KIRARI ,5th Std-Below 10th Std,3 or 4,1,Self Employed/ Business,Improved,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Decreased,Will increase,,Will increase
2863,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,MANGOL PURI ,5th Std-Below 10th Std,1 to 2,1,Employed,Remained the same,Remain the same,Increased,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Remain the same,Worsened,Will improve,Remained the same,Will increase,,Will increase
2864,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,MANGOL PURI ,5th Std-Below 10th Std,3 or 4,1,Daily worker,Remained the same,Remain the same,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
2865,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,MANGOL PURI ,5th Std-Below 10th Std,5 and more,2,Self Employed/ Business,Improved,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
2866,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,MODEL TOWN ,Below 5th Std,3 or 4,1,Daily worker,Improved,Will improve,Decreased,Will increase,Decreased,Remain the same,Decreased,Remain the same,Remained the same,Remain the same,Improved,Will improve,Increased,Remain the same,Decreased,
2867,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,MOTI NAGAR ,Graduate,1 to 2,1,Retired/Pensioners,Worsened,Will worsen,Decreased,Will decrease,Decreased,Will decrease,Decreased,Will decrease,Remained the same,Remain the same,Worsened,Remain the same,Increased,Will increase,Remained the same,Remain the same
2868,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,MUNDKA ,10th Std-Below 12th Std,5 and more,1,Employed,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Increased,Will decrease,Remained the same,
2869,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,MUNDKA ,5th Std-Below 10th Std,3 or 4,1,Employed,Remained the same,Remain the same,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
2870,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,MUSTAFABAD ,10th Std-Below 12th Std,5 and more,1,Self Employed/ Business,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
2871,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,MUSTAFABAD ,Below 5th Std,3 or 4,1,Daily worker,Remained the same,Remain the same,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Remained the same,Remain the same
2872,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,NERELA ,5th Std-Below 10th Std,5 and more,1,Self Employed/ Business,Improved,Will improve,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Remain the same,Increased,Will increase,Remained the same,Remain the same
2873,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,OKHLA ,10th Std-Below 12th Std,5 and more,2,Employed,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Remained the same,Will increase,,Will increase
2874,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,OKHLA ,5th Std-Below 10th Std,3 or 4,1,Self Employed/ Business,Improved,Remain the same,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Remained the same,Remain the same,,
2875,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,OKHLA ,5th Std-Below 10th Std,5 and more,1,Employed,Improved,Will worsen,Remained the same,Will increase,Increased,Will increase,Decreased,Will decrease,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
2876,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,OKHLA ,Illiterate,3 or 4,1,Employed,Worsened,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
2877,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,RITHALA ,Graduate,1 to 2,1,Self Employed/ Business,Improved,Will improve,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Decreased,Remain the same,,
2878,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,R K PURAM ,5th Std-Below 10th Std,3 or 4,1,Self Employed/ Business,Worsened,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
2879,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,SEEMA PURI ,10th Std-Below 12th Std,5 and more,1,Employed,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Remain the same,Increased,Remain the same,Decreased,Remain the same,Worsened,Will improve,Increased,Will increase,Increased,Will increase
2880,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,SULTANPUR MAJRA ,Below 5th Std,3 or 4,1,Unemployed,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Remain the same,Increased,Will increase,Worsened,Will improve,Decreased,Will decrease,,
2881,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,TILAK NAGAR ,5th Std-Below 10th Std,5 and more,1,Daily worker,Improved,Will improve,Remained the same,Will increase,Remained the same,Will increase,Increased,Will increase,Remained the same,Remain the same,Remained the same,Will improve,Increased,Will increase,Decreased,Will decrease
2882,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,TILAK NAGAR ,Illiterate,5 and more,1,Daily worker,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
2883,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 lakh or less,VISHWAS NAGAR ,5th Std-Below 10th Std,5 and more,1,Unemployed,Worsened,Will worsen,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
2884,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,ADARSH NAGAR ,10th Std-Below 12th Std,5 and more,2,Self Employed/ Business,Improved,Will improve,Decreased,Remain the same,Remained the same,Remain the same,Increased,Will decrease,Remained the same,Remain the same,Worsened,Remain the same,Increased,Remain the same,Decreased,
2885,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,ADARSH NAGAR ,Below 5th Std,5 and more,1,Self Employed/ Business,Improved,Will improve,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Will increase,,Will decrease
2886,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,ADARSH NAGAR ,Below 5th Std,5 and more,2,Daily worker,Improved,Will improve,Increased,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Improved,Will worsen,Increased,Remain the same,Decreased,
2887,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,ADARSH NAGAR ,Below 5th Std,5 and more,3,Self Employed/ Business,Worsened,Will improve,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Remain the same
2888,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,ADARSH NAGAR ,Graduate,5 and more,1,Self Employed/ Business,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Remained the same,Remain the same
2889,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,ADARSH NAGAR ,Graduate,5 and more,3,Self Employed/ Business,Improved,Will improve,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Remained the same,Will improve,Decreased,Will decrease,,
2890,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,AMBEDKAR NAGAR ,Below 5th Std,5 and more,1,Self Employed/ Business,Worsened,Will worsen,Decreased,Remain the same,Decreased,Will decrease,Decreased,Will decrease,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Remained the same,Remain the same
2891,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,BABARPUR ,10th Std-Below 12th Std,5 and more,5,Employed,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Remained the same,Will increase
2892,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,BABARPUR ,5th Std-Below 10th Std,5 and more,6,Self Employed/ Business,Worsened,Will worsen,Decreased,Will decrease,Increased,Remain the same,Increased,Remain the same,Decreased,Will decrease,Worsened,Will worsen,Decreased,Remain the same,,
2893,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,BADARPUR ,5th Std-Below 10th Std,1 to 2,1,Employed,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will decrease,Increased,
2894,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,BADLI ,10th Std-Below 12th Std,3 or 4,1,Self Employed/ Business,Improved,Will improve,Remained the same,Will increase,Remained the same,Will increase,Decreased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Remain the same,Decreased,
2895,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,BADLI ,5th Std-Below 10th Std,5 and more,1,Self Employed/ Business,Improved,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,,
2896,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,BADLI ,Below 5th Std,3 or 4,1,Self Employed/ Business,Improved,Will improve,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Remained the same,Remain the same
2897,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,BALLIMARAN ,Below 5th Std,5 and more,2,Unemployed,Worsened,Will worsen,Decreased,Will decrease,Remained the same,Remain the same,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
2898,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,BALLIMARAN ,Illiterate,5 and more,1,Unemployed,Worsened,Will worsen,Decreased,Will decrease,Decreased,Will decrease,Decreased,Will decrease,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Decreased,Will decrease
2899,43,Jun-18,Delhi,40-59 year,Male,Rs. 1 to less than 3 lakh,BAWANA ,10th Std-Below 12th Std,5 and more,1,Self Employed/ Business,Improved,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Decreased,Remain the same
