Serial No.,Round No.,Period,City,Age,Gender,Annual Income,Assembly Constituency Name,Educational Qualification,No. of Family Members,No. of Earning members in the family,Occupation of Respondent,Perception on General Economic condition - compared to one year ago,Outlook on General Economic condition - one year ahead,Perception on Household income - compared to one year ago,Outlook on Household income - one year ahead,Perception on Household spending - compared to one year ago,Outlook on Household spending - one year ahead,Perception on essential spending - compared to one year ago,Outlook on essential spending - one year ahead,Perception on non-essential spending - compared to one year ago,Outlook on non-essential spending - one year ahead,Perception on Employment scenario - compared to one year ago,Outlook on Employment scenario - one year ahead,Perception on General prices - compared to one year ago,Outlook on General prices - one year ahead,Perception on Inflation - compared to one year ago,Outlook on Inflation - one year ahead
3540,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Kasba,Below 5th Std,3 or 4,1,Daily worker,Worsened,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Remained the same,Will increase
3541,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Kasba,Post Graduate,3 or 4,3,Unemployed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
3542,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Kashipur-Belgachhia,12th Std,3 or 4,1,Employed,Remained the same,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
3543,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Kashipur-Belgachhia,12th Std,3 or 4,2,Unemployed,Improved,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
3544,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Kashipur-Belgachhia,12th Std,5 and more,3,Self Employed/ Business,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3545,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Maheshtala,10th Std-Below 12th Std,1 to 2,1,Daily worker,Worsened,Will worsen,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Remain the same
3546,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Maheshtala,5th Std-Below 10th Std,5 and more,1,Daily worker,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
3547,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Maniktola,Graduate,5 and more,1,Employed,Improved,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
3548,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Rajarhat Gopalpur,10th Std-Below 12th Std,5 and more,2,Self Employed/ Business,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
3549,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Rajarhat Gopalpur,12th Std,3 or 4,1,Unemployed,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
3550,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Rajarhat Gopalpur,12th Std,3 or 4,1,Unemployed,Remained the same,Will improve,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
3551,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Rajarhat Gopalpur,5th Std-Below 10th Std,5 and more,3,Unemployed,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
3552,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Rajarhat Gopalpur,Illiterate,1 to 2,1,Self Employed/ Business,Worsened,Will worsen,Remained the same,Remain the same,Increased,Remain the same,Increased,Remain the same,Remained the same,Remain the same,Worsened,Remain the same,Increased,Will decrease,Increased,
3553,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Rashbehari,12th Std,1 to 2,1,Unemployed,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Decreased,Will increase
3554,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Shyampukur,12th Std,5 and more,3,Employed,Remained the same,Remain the same,Increased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3555,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Shyampukur,5th Std-Below 10th Std,5 and more,2,Employed,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
3556,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Shyampukur,Graduate,3 or 4,2,Employed,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3557,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Tollyganj,12th Std,3 or 4,1,Unemployed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
3558,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Tollyganj,12th Std,5 and more,2,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
3559,44,Sep-18,Kolkata,22-29 year,Male,Rs. 1 to less than 3 lakh,Tollyganj,Graduate,3 or 4,3,Employed,Remained the same,Will improve,Increased,Remain the same,Increased,Will increase,Increased,Will decrease,Increased,Will increase,Worsened,Will improve,Decreased,Remain the same,,
3560,44,Sep-18,Kolkata,22-29 year,Male,Rs. 3 lakh to 5 lakh,Behala Paschim,5th Std-Below 10th Std,5 and more,3,Employed,Improved,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3561,44,Sep-18,Kolkata,22-29 year,Male,Rs. 3 lakh to 5 lakh,Beleghata,12th Std,3 or 4,3,Employed,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will decrease,Worsened,Will improve,Increased,Will increase,Increased,Remain the same
3562,44,Sep-18,Kolkata,22-29 year,Male,Rs. 3 lakh to 5 lakh,Beleghata,12th Std,5 and more,1,Self Employed/ Business,Worsened,Remain the same,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3563,44,Sep-18,Kolkata,22-29 year,Male,Rs. 3 lakh to 5 lakh,Dum Dum,12th Std,3 or 4,2,Unemployed,Improved,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Remained the same,Remain the same
3564,44,Sep-18,Kolkata,22-29 year,Male,Rs. 3 lakh to 5 lakh,Kashipur-Belgachhia,Post Graduate,3 or 4,2,Employed,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3565,44,Sep-18,Kolkata,22-29 year,Male,Rs. 3 lakh to 5 lakh,Maheshtala,Graduate,5 and more,5,Self Employed/ Business,Worsened,Will worsen,Decreased,Will decrease,Remained the same,Will decrease,Remained the same,Will decrease,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3566,44,Sep-18,Kolkata,22-29 year,Male,Rs. 3 lakh to 5 lakh,Maniktola,Graduate,5 and more,3,Self Employed/ Business,Remained the same,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
3567,44,Sep-18,Kolkata,22-29 year,Male,Rs. 3 lakh to 5 lakh,Shyampukur,Graduate,3 or 4,1,Employed,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
3568,44,Sep-18,Kolkata,22-29 year,Male,Rs. 5 lakh or more,Dum Dum,Graduate,5 and more,3,Unemployed,Remained the same,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3569,44,Sep-18,Kolkata,30-39 year,Female,Rs. 1 lakh or less,Ballygunge,Graduate,5 and more,1,Daily worker,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
3570,44,Sep-18,Kolkata,30-39 year,Female,Rs. 1 lakh or less,Baranagar,12th Std,3 or 4,2,House wife,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
3571,44,Sep-18,Kolkata,30-39 year,Female,Rs. 1 lakh or less,Behala Paschim,10th Std-Below 12th Std,3 or 4,1,House wife,Worsened,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
3572,44,Sep-18,Kolkata,30-39 year,Female,Rs. 1 lakh or less,Beleghata,10th Std-Below 12th Std,5 and more,1,House wife,Worsened,Will worsen,Decreased,Will decrease,Decreased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will improve,Increased,Will increase,Increased,Will increase
3573,44,Sep-18,Kolkata,30-39 year,Female,Rs. 1 lakh or less,Beleghata,12th Std,3 or 4,1,House wife,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
3574,44,Sep-18,Kolkata,30-39 year,Female,Rs. 1 lakh or less,Beleghata,5th Std-Below 10th Std,5 and more,2,Daily worker,Worsened,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3575,44,Sep-18,Kolkata,30-39 year,Female,Rs. 1 lakh or less,Beleghata,5th Std-Below 10th Std,5 and more,3,House wife,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3576,44,Sep-18,Kolkata,30-39 year,Female,Rs. 1 lakh or less,Beleghata,Graduate,1 to 2,1,House wife,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Worsened,Will improve,Increased,Will increase,Increased,Will increase
3577,44,Sep-18,Kolkata,30-39 year,Female,Rs. 1 lakh or less,Beleghata,Illiterate,5 and more,1,Self Employed/ Business,Worsened,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will decrease,Remained the same,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
3578,44,Sep-18,Kolkata,30-39 year,Female,Rs. 1 lakh or less,Bhabanipur,12th Std,3 or 4,1,House wife,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
3579,44,Sep-18,Kolkata,30-39 year,Female,Rs. 1 lakh or less,Bidhannagar,10th Std-Below 12th Std,3 or 4,1,House wife,Worsened,Will worsen,Increased,Will increase,Increased,Remain the same,Increased,Remain the same,Remained the same,Remain the same,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
3580,44,Sep-18,Kolkata,30-39 year,Female,Rs. 1 lakh or less,Bidhannagar,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
3581,44,Sep-18,Kolkata,30-39 year,Female,Rs. 1 lakh or less,Budge Budge,12th Std,3 or 4,1,House wife,Worsened,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
3582,44,Sep-18,Kolkata,30-39 year,Female,Rs. 1 lakh or less,Budge Budge,12th Std,5 and more,2,House wife,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will decrease,Remained the same,Remain the same,Increased,Will increase,Increased,Remain the same
3583,44,Sep-18,Kolkata,30-39 year,Female,Rs. 1 lakh or less,Budge Budge,5th Std-Below 10th Std,5 and more,2,Daily worker,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
3584,44,Sep-18,Kolkata,30-39 year,Female,Rs. 1 lakh or less,Dum Dum,10th Std-Below 12th Std,3 or 4,1,House wife,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3585,44,Sep-18,Kolkata,30-39 year,Female,Rs. 1 lakh or less,Dum Dum,10th Std-Below 12th Std,5 and more,2,House wife,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3586,44,Sep-18,Kolkata,30-39 year,Female,Rs. 1 lakh or less,Dum Dum,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Remained the same,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3587,44,Sep-18,Kolkata,30-39 year,Female,Rs. 1 lakh or less,Dum Dum,Illiterate,3 or 4,1,House wife,Remained the same,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
3588,44,Sep-18,Kolkata,30-39 year,Female,Rs. 1 lakh or less,Entally,10th Std-Below 12th Std,5 and more,1,House wife,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
3589,44,Sep-18,Kolkata,30-39 year,Female,Rs. 1 lakh or less,Jadavpur,10th Std-Below 12th Std,3 or 4,1,House wife,Worsened,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Will increase
3590,44,Sep-18,Kolkata,30-39 year,Female,Rs. 1 lakh or less,Jadavpur,12th Std,5 and more,1,House wife,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
3591,44,Sep-18,Kolkata,30-39 year,Female,Rs. 1 lakh or less,Jadavpur,12th Std,5 and more,3,Self Employed/ Business,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will decrease,Remained the same,Will worsen,Increased,Will increase,Increased,Will increase
3592,44,Sep-18,Kolkata,30-39 year,Female,Rs. 1 lakh or less,Jadavpur,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Will increase
